step,loss,lr
178,2.50000000,3.71886521202e-06
179,2.37500000,3.70593138152e-06
180,2.17187500,3.6929588902e-06
181,2.28125000,3.67994826271e-06
182,2.39062500,3.66690002523e-06
183,2.42187500,3.65381470547e-06
184,2.15625000,3.64069283265e-06
185,1.96875000,3.62753493745e-06
186,2.09375000,3.61434155203e-06
187,1.87500000,3.60111320996e-06
188,2.09375000,3.58785044623e-06
189,2.07812500,3.57455379724e-06
190,2.23437500,3.56122380074e-06
191,2.12500000,3.54786099585e-06
192,2.48437500,3.53446592298e-06
193,2.07812500,3.52103912388e-06
194,2.42187500,3.50758114158e-06
195,1.98437500,3.49409252035e-06
196,1.79687500,3.48057380571e-06
197,1.60937500,3.46702554441e-06
198,1.71093750,3.45344828438e-06
199,1.99218750,3.43984257472e-06
200,2.01562500,3.42620896569e-06
201,2.28125000,3.41254800868e-06
202,2.37500000,3.39886025617e-06
203,2.35937500,3.38514626175e-06
204,2.17187500,3.37140658005e-06
205,2.01562500,3.35764176674e-06
206,1.83593750,3.34385237852e-06
207,1.67968750,3.33003897307e-06
208,2.00000000,3.31620210905e-06
209,1.82812500,3.30234234607e-06
210,2.29687500,3.28846024465e-06
211,1.78125000,3.27455636623e-06
212,1.64843750,3.26063127313e-06
213,2.15625000,3.24668552852e-06
214,2.28125000,3.23271969641e-06
215,1.62500000,3.21873434162e-06
216,1.66406250,3.20473002976e-06
217,1.76562500,3.19070732721e-06
218,1.21875000,3.1766668011e-06
219,1.75000000,3.16260901926e-06
220,1.57812500,3.14853455023e-06
221,2.07812500,3.13444396323e-06
222,2.01562500,3.12033782813e-06
223,1.46093750,3.10621671542e-06
224,1.27343750,3.09208119621e-06
225,1.63281250,3.07793184217e-06
226,1.38281250,3.06376922555e-06
227,2.10937500,3.04959391914e-06
228,1.46093750,3.03540649622e-06
229,1.38281250,3.02120753057e-06
230,1.46093750,3.00699759646e-06
231,1.14062500,2.99277726857e-06
232,1.72656250,2.97854712201e-06
233,1.72656250,2.9643077323e-06
234,1.85937500,2.95005967532e-06
235,1.61718750,2.93580352731e-06
236,2.17187500,2.92153986483e-06
237,1.60156250,2.90726926475e-06
238,2.12500000,2.89299230421e-06
239,1.57031250,2.87870956062e-06
240,2.45312500,2.86442161162e-06
241,2.18750000,2.85012903505e-06
242,1.78125000,2.83583240896e-06
243,2.54687500,2.82153231153e-06
244,2.06250000,2.80722932112e-06
245,1.83593750,2.79292401618e-06
246,2.20312500,2.77861697525e-06
247,1.66406250,2.76430877697e-06
248,1.21093750,2.75e-06
249,1.43750000,2.73569122303e-06
250,0.98437500,2.72138302475e-06
251,1.45312500,2.70707598382e-06
252,0.89062500,2.69277067888e-06
253,1.11718750,2.67846768847e-06
254,1.25781250,2.66416759104e-06
255,1.19531250,2.64987096495e-06
256,0.58203125,2.63557838838e-06
257,1.32812500,2.62129043938e-06
258,1.03125000,2.60700769579e-06
259,1.14843750,2.59273073525e-06
260,0.72265625,2.57846013517e-06
261,1.15625000,2.56419647269e-06
262,0.81640625,2.54994032468e-06
263,0.55859375,2.5356922677e-06
264,0.99218750,2.52145287799e-06
265,1.03906250,2.50722273143e-06
266,1.47656250,2.49300240354e-06
267,0.92187500,2.47879246943e-06
268,1.12500000,2.46459350378e-06
269,1.25781250,2.45040608086e-06
270,1.17187500,2.43623077445e-06
271,0.87890625,2.42206815783e-06
272,1.19531250,2.40791880379e-06
273,1.25000000,2.39378328458e-06
274,1.25781250,2.37966217187e-06
275,0.99218750,2.36555603677e-06
276,0.73046875,2.35146544977e-06
277,1.07812500,2.33739098074e-06
278,1.16406250,2.3233331989e-06
279,1.30468750,2.30929267279e-06
280,1.33593750,2.29526997024e-06
281,1.00000000,2.28126565838e-06
282,1.08593750,2.26728030359e-06
283,0.95312500,2.25331447148e-06
284,1.00000000,2.23936872687e-06
285,0.97265625,2.22544363377e-06
286,1.80468750,2.21153975535e-06
287,0.71875000,2.19765765393e-06
288,0.95703125,2.18379789095e-06
289,1.67968750,2.16996102693e-06
290,0.85546875,2.15614762148e-06
291,0.32226562,2.14235823326e-06
292,1.03125000,2.12859341995e-06
293,0.89062500,2.11485373825e-06
294,0.87890625,2.10113974383e-06
295,0.51171875,2.08745199132e-06
296,1.16406250,2.07379103431e-06
297,0.99218750,2.06015742528e-06
298,1.12500000,2.04655171562e-06
299,1.07812500,2.03297445559e-06
300,1.11718750,2.01942619429e-06
301,0.83593750,2.00590747965e-06
302,0.53515625,1.99241885842e-06
303,1.00781250,1.97896087612e-06
304,0.60937500,1.96553407702e-06
305,0.42968750,1.95213900415e-06
306,0.18164062,1.93877619926e-06
307,0.25585938,1.92544620276e-06
308,1.13281250,1.91214955377e-06
309,0.69140625,1.89888679004e-06
310,1.05468750,1.88565844797e-06
311,0.69921875,1.87246506255e-06
312,0.71484375,1.85930716735e-06
313,0.39843750,1.84618529453e-06
314,0.55468750,1.83309997477e-06
315,0.39648438,1.82005173729e-06
316,0.22167969,1.8070411098e-06
317,0.87109375,1.79406861848e-06
318,0.64843750,1.78113478798e-06
319,0.28710938,1.76824014139e-06
320,0.87500000,1.75538520021e-06
321,1.04687500,1.74257048433e-06
322,0.62109375,1.72979651202e-06
323,0.50781250,1.71706379989e-06
324,0.49218750,1.7043728629e-06
325,0.60156250,1.69172421431e-06
326,0.74218750,1.67911836567e-06
327,0.78125000,1.66655582679e-06
328,0.13378906,1.65403710575e-06
329,0.66796875,1.64156270884e-06
330,0.39257812,1.62913314057e-06
331,0.65234375,1.61674890362e-06
332,0.32421875,1.60441049885e-06
333,0.33593750,1.59211842527e-06
334,0.78125000,1.57987318e-06
335,0.53906250,1.56767525829e-06
336,0.24121094,1.55552515344e-06
337,0.28906250,1.54342335685e-06
338,0.41406250,1.53137035796e-06
339,0.95703125,1.51936664422e-06
340,0.36328125,1.50741270111e-06
341,0.78515625,1.49550901207e-06
342,0.46875000,1.48365605853e-06
343,0.30664062,1.47185431985e-06
344,0.80859375,1.46010427335e-06
345,0.51171875,1.44840639422e-06
346,0.76953125,1.43676115556e-06
347,0.67578125,1.42516902835e-06
348,0.57812500,1.4136304814e-06
349,0.50781250,1.40214598137e-06
350,0.47460938,1.39071599273e-06
351,0.61328125,1.37934097774e-06
352,0.68750000,1.36802139645e-06
353,0.69140625,1.35675770665e-06
354,0.86328125,1.34555036387e-06
355,0.64843750,1.33439982139e-06
356,0.32226562,1.32330653016e-06
357,0.46093750,1.31227093883e-06
358,1.17968750,1.30129349371e-06
359,1.35156250,1.29037463877e-06
360,0.80859375,1.27951481559e-06
361,0.58593750,1.26871446339e-06
362,0.65234375,1.25797401896e-06
363,1.28906250,1.24729391668e-06
364,1.14062500,1.23667458848e-06
365,0.83984375,1.22611646384e-06
366,0.85546875,1.21561996977e-06
367,1.51562500,1.20518553078e-06
368,1.46875000,1.19481356887e-06
369,1.98437500,1.18450450351e-06
370,1.08593750,1.17425875163e-06
371,0.71875000,1.16407672761e-06
372,1.67187500,1.15395884323e-06
373,0.92187500,1.1439055077e-06
374,0.85546875,1.1339171276e-06
375,0.75390625,1.12399410689e-06
376,0.50000000,1.11413684689e-06
377,0.28320312,1.10434574626e-06
378,0.27539062,1.09462120099e-06
379,0.35156250,1.08496360435e-06
380,0.83984375,1.07537334694e-06
381,1.19531250,1.06585081662e-06
382,0.27734375,1.0563963985e-06
383,0.27929688,1.04701047495e-06
384,0.61718750,1.03769342557e-06
385,0.77734375,1.02844562716e-06
386,0.64062500,1.01926745375e-06
387,0.98437500,1.01015927651e-06
388,0.29101562,1.00112146382e-06
389,0.38867188,9.92154381187e-07
390,0.25195312,9.83258391273e-07
391,1.23437500,9.74433853858e-07
392,0.55859375,9.65681125834e-07
393,0.29492188,9.57000561187e-07
394,0.32617188,9.48392510987e-07
395,0.31054688,9.39857323369e-07
396,1.02343750,9.31395343524e-07
397,0.80468750,9.2300691368e-07
398,0.39648438,9.14692373091e-07
399,0.30273438,9.06452058023e-07
400,0.40625000,8.98286301739e-07
401,0.30468750,8.90195434489e-07
402,0.38671875,8.82179783491e-07
403,0.31640625,8.74239672923e-07
404,0.64062500,8.66375423909e-07
405,0.34179688,8.58587354503e-07
406,0.68750000,8.50875779678e-07
407,1.02343750,8.43241011314e-07
408,1.53906250,8.35683358185e-07
409,1.39062500,8.28203125946e-07
410,1.47656250,8.20800617121e-07
411,1.92187500,8.13476131089e-07
412,2.03125000,8.06229964077e-07
413,2.21875000,7.99062409141e-07
414,1.74218750,7.91973756159e-07
415,2.54687500,7.84964291818e-07
416,2.10937500,7.78034299604e-07
417,2.28125000,7.71184059785e-07
418,2.18750000,7.64413849408e-07
419,2.34375000,7.5772394228e-07
420,2.07812500,7.51114608962e-07
421,2.37500000,7.44586116756e-07
422,1.71875000,7.38138729694e-07
423,2.23437500,7.31772708529e-07
424,1.20312500,7.25488310722e-07
425,2.57812500,7.19285790433e-07
426,2.21875000,7.13165398512e-07
427,2.17187500,7.07127382487e-07
428,2.17187500,7.01171986553e-07
429,2.35937500,6.95299451565e-07
430,2.26562500,6.89510015026e-07
431,2.07812500,6.8380391108e-07
432,1.93750000,6.78181370498e-07
433,2.01562500,6.72642620675e-07
434,1.45312500,6.67187885613e-07
435,2.25000000,6.61817385919e-07
436,2.01562500,6.56531338793e-07
437,2.17187500,6.5132995802e-07
438,2.23437500,6.46213453958e-07
439,2.28125000,6.41182033535e-07
440,2.01562500,6.36235900238e-07
441,2.34375000,6.31375254103e-07
442,1.92968750,6.2660029171e-07
443,1.75000000,6.21911206174e-07
444,1.54687500,6.17308187134e-07
445,1.64843750,6.12791420752e-07
446,1.92187500,6.083610897e-07
447,1.94531250,6.04017373154e-07
448,2.21875000,5.99760446787e-07
449,2.25000000,5.95590482763e-07
450,2.32812500,5.91507649728e-07
451,2.29687500,5.87512112803e-07
452,1.77343750,5.83604033582e-07
453,1.67968750,5.79783570119e-07
454,1.63281250,5.76050876925e-07
455,1.94531250,5.72406104963e-07
456,1.75781250,5.68849401637e-07
457,2.23437500,5.65380910791e-07
458,1.55468750,5.62000772704e-07
459,1.79687500,5.58709124077e-07
460,2.06250000,5.55506098035e-07
461,2.20312500,5.52391824118e-07
462,1.59375000,5.49366428278e-07
463,1.60156250,5.4643003287e-07
464,1.69531250,5.43582756653e-07
465,1.21875000,5.40824714777e-07
466,1.61718750,5.38156018787e-07
467,1.53906250,5.35576776614e-07
468,1.89843750,5.33087092569e-07
469,2.06250000,5.30687067344e-07
470,1.42968750,5.28376798003e-07
471,1.23437500,5.26156377979e-07
472,1.58593750,5.24025897075e-07
473,1.50781250,5.21985441453e-07
474,1.96875000,5.20035093636e-07
475,1.26562500,5.18174932501e-07
476,1.45312500,5.16405033279e-07
477,1.40625000,5.14725467551e-07
478,1.10937500,5.13136303244e-07
479,1.69531250,5.11637604627e-07
480,1.68750000,5.10229432313e-07
481,1.57812500,5.08911843253e-07
482,1.85156250,5.07684890735e-07
483,2.12500000,5.0654862438e-07
484,1.56250000,5.05503090141e-07
485,2.09375000,5.04548330305e-07
486,1.52343750,5.03684383484e-07
487,2.39062500,5.02911284619e-07
488,2.15625000,5.02229064976e-07
489,1.73437500,5.01637752146e-07
490,2.51562500,5.01137370045e-07
491,2.01562500,5.00727938909e-07
492,1.80468750,5.00409475297e-07
493,2.17187500,5.00181992088e-07
494,1.67968750,5.00045498482e-07
