step,loss,lr
178,1.79492188,1.33587792722e-06
179,1.91601562,1.30985172056e-06
180,2.06640625,1.28483899964e-06
181,2.14062500,1.26084581439e-06
182,2.15625000,1.2378779681e-06
183,1.88867188,1.2159410161e-06
184,1.76757812,1.19504026436e-06
185,1.68554688,1.17518076821e-06
186,1.77539062,1.15636733113e-06
187,1.97460938,1.1386045036e-06
188,2.15625000,1.12189658198e-06
189,2.19921875,1.10624760746e-06
190,2.05859375,1.09166136513e-06
191,1.95312500,1.078141383e-06
192,1.78906250,1.0656909312e-06
193,1.72265625,1.05431302117e-06
194,1.86523438,1.04401040491e-06
195,1.66406250,1.03478557437e-06
196,1.73632812,1.02664076077e-06
197,1.80273438,1.01957793414e-06
198,2.05664062,1.01359880278e-06
199,2.18359375,1.0087048129e-06
200,2.10546875,1.00489714821e-06
201,1.84375000,1.00217672969e-06
202,1.75781250,1.00054421533e-06
