step,loss,lr
62,2.18750000,8.94351220344e-06
63,1.84375000,8.91007131528e-06
64,2.26562500,8.87618213891e-06
65,1.91406250,8.84184912939e-06
66,2.46875000,8.80707680014e-06
67,2.15625000,8.77186972235e-06
68,2.37500000,8.73623252433e-06
69,2.39062500,8.70016989096e-06
70,2.40625000,8.66368656302e-06
71,2.45312500,8.62678733662e-06
72,1.96875000,8.58947706254e-06
73,2.09375000,8.55176064559e-06
74,2.06250000,8.51364304396e-06
75,2.32812500,8.47512926861e-06
76,2.42187500,8.43622438255e-06
77,2.59375000,8.39693350023e-06
78,2.25000000,8.35726178682e-06
79,2.48437500,8.31721445758e-06
80,2.40625000,8.27679677712e-06
81,2.37500000,8.23601405877e-06
82,2.23437500,8.19487166381e-06
83,2.07812500,8.15337500083e-06
84,2.20312500,8.11152952499e-06
85,2.32812500,8.06934073729e-06
86,2.20312500,8.02681418387e-06
87,2.29687500,7.98395545529e-06
88,2.37500000,7.94077018574e-06
89,2.10937500,7.89726405237e-06
90,1.90625000,7.8534427745e-06
91,2.06250000,7.80931211287e-06
92,1.88281250,7.76487786892e-06
93,2.54687500,7.72014588395e-06
94,2.14062500,7.67512203845e-06
95,2.37500000,7.62981225126e-06
96,2.35937500,7.58422247879e-06
97,2.21875000,7.53835871429e-06
98,1.82031250,7.49222698701e-06
99,1.96093750,7.44583336143e-06
100,1.91406250,7.39918393645e-06
101,1.75000000,7.35228484463e-06
102,2.46875000,7.3051422513e-06
103,2.51562500,7.25776235385e-06
104,2.17187500,7.21015138083e-06
105,2.28125000,7.16231559119e-06
106,2.01562500,7.11426127343e-06
107,1.76562500,7.06599474476e-06
108,2.37500000,7.01752235031e-06
109,1.95312500,6.96885046227e-06
110,1.92968750,6.91998547905e-06
111,1.70312500,6.87093382443e-06
112,2.04687500,6.82170194675e-06
113,2.20312500,6.77229631804e-06
114,1.86718750,6.72272343317e-06
115,2.67187500,6.67298980899e-06
116,2.50000000,6.62310198348e-06
117,2.15625000,6.57306651491e-06
118,2.07812500,6.52288998094e-06
119,2.82812500,6.47257897778e-06
120,1.91406250,6.42214011932e-06
121,2.28125000,6.37158003625e-06
122,2.54687500,6.32090537521e-06
123,1.63281250,6.27012279789e-06
124,2.01562500,6.21923898017e-06
125,1.57812500,6.16826061125e-06
126,1.56250000,6.11719439274e-06
127,1.37500000,6.06604703781e-06
128,1.91406250,6.01482527029e-06
129,2.25000000,5.96353582381e-06
130,1.91406250,5.91218544088e-06
131,2.00000000,5.86078087202e-06
132,1.59375000,5.80932887488e-06
133,2.20312500,5.75783621335e-06
134,2.00000000,5.70630965664e-06
135,2.07812500,5.65475597846e-06
136,1.67968750,5.60318195605e-06
137,2.62500000,5.55159436932e-06
138,1.41406250,5.5e-06
139,1.89062500,5.44840563068e-06
140,1.47656250,5.39681804395e-06
141,2.07812500,5.34524402154e-06
142,2.04687500,5.29369034336e-06
143,2.26562500,5.24216378665e-06
144,1.82031250,5.19067112512e-06
145,2.04687500,5.13921912798e-06
146,2.35937500,5.08781455912e-06
147,1.37500000,5.03646417619e-06
148,2.04687500,4.98517472971e-06
149,1.65625000,4.93395296219e-06
150,2.07812500,4.88280560726e-06
151,1.43750000,4.83173938875e-06
152,1.62500000,4.78076101983e-06
153,1.43750000,4.72987720211e-06
154,1.57812500,4.67909462479e-06
155,1.02343750,4.62841996375e-06
156,1.21093750,4.57785988068e-06
157,1.33593750,4.52742102222e-06
158,1.51562500,4.47711001906e-06
159,1.50781250,4.42693348509e-06
160,1.52343750,4.37689801652e-06
161,1.17187500,4.32701019101e-06
162,0.94921875,4.27727656683e-06
163,1.75000000,4.22770368196e-06
164,1.92187500,4.17829805325e-06
165,1.63281250,4.12906617557e-06
166,1.18750000,4.08001452095e-06
167,1.93750000,4.03114953773e-06
168,1.30468750,3.98247764969e-06
169,1.84375000,3.93400525524e-06
170,1.64843750,3.88573872657e-06
171,1.71875000,3.83768440881e-06
172,2.17187500,3.78984861917e-06
173,1.32031250,3.74223764615e-06
174,1.81250000,3.6948577487e-06
175,1.49218750,3.64771515537e-06
176,2.01562500,3.60081606355e-06
177,1.81250000,3.55416663857e-06
178,1.50000000,3.50777301299e-06
179,1.37500000,3.46164128571e-06
180,1.88281250,3.41577752121e-06
181,1.56250000,3.37018774874e-06
182,2.12500000,3.32487796155e-06
183,2.15625000,3.27985411605e-06
184,1.77343750,3.23512213108e-06
185,2.26562500,3.19068788713e-06
186,1.95312500,3.1465572255e-06
187,1.72656250,3.10273594763e-06
188,1.79687500,3.05922981426e-06
189,1.17187500,3.01604454471e-06
190,1.53906250,2.97318581613e-06
191,1.87500000,2.93065926271e-06
192,1.96093750,2.88847047501e-06
193,1.91406250,2.84662499917e-06
194,2.18750000,2.80512833619e-06
195,2.14062500,2.76398594123e-06
196,1.96093750,2.72320322288e-06
197,1.90625000,2.68278554242e-06
198,1.83593750,2.64273821318e-06
199,2.04687500,2.60306649977e-06
200,1.49218750,2.56377561745e-06
201,2.01562500,2.52487073139e-06
202,1.93750000,2.48635695604e-06
203,2.28125000,2.44823935441e-06
204,1.99218750,2.41052293746e-06
205,2.28125000,2.37321266338e-06
206,2.28125000,2.33631343698e-06
207,1.96093750,2.29983010904e-06
208,2.53125000,2.26376747567e-06
209,1.78125000,2.22813027765e-06
210,1.95312500,2.19292319986e-06
211,2.01562500,2.15815087061e-06
212,2.12500000,2.12381786109e-06
213,2.39062500,2.08992868472e-06
214,2.28125000,2.05648779656e-06
215,2.04687500,2.02349959276e-06
216,2.26562500,1.99096840995e-06
217,2.34375000,1.95889852467e-06
218,2.21875000,1.92729415286e-06
219,2.01562500,1.8961594492e-06
220,2.04687500,1.86549850668e-06
221,1.89843750,1.83531535598e-06
222,2.12500000,1.80561396499e-06
223,2.03125000,1.77639823824e-06
224,2.07812500,1.74767201645e-06
225,2.18750000,1.71943907596e-06
226,1.87500000,1.69170312827e-06
227,1.67968750,1.66446781956e-06
