step,loss,lr
170,2.00976562,2.57904344996e-05
171,2.07031250,2.57432766863e-05
172,2.28125000,2.56959055835e-05
173,2.51171875,2.56483222843e-05
174,2.52343750,2.56005278868e-05
175,2.61718750,2.55525234938e-05
176,2.55468750,2.5504310213e-05
177,2.51171875,2.54558891569e-05
178,2.55859375,2.54072614429e-05
179,2.57421875,2.5358428193e-05
180,2.50390625,2.53093905341e-05
181,2.27734375,2.52601495977e-05
182,2.07421875,2.521070652e-05
183,1.93945312,2.5161062442e-05
184,1.95312500,2.51112185092e-05
185,1.97070312,2.50611758718e-05
186,1.98437500,2.50109356844e-05
187,2.04296875,2.49604991064e-05
188,2.28906250,2.49098673017e-05
189,2.57031250,2.48590414385e-05
190,2.65234375,2.48080226897e-05
191,2.66406250,2.47568122325e-05
192,2.47656250,2.47054112486e-05
193,1.95898438,2.4653820924e-05
194,2.00585938,2.46020424494e-05
195,2.08203125,2.45500770194e-05
196,2.31640625,2.44979258331e-05
197,2.60156250,2.44455900939e-05
198,2.55078125,2.43930710096e-05
199,2.63281250,2.43403697919e-05
200,2.53125000,2.4287487657e-05
201,1.93554688,2.4234425825e-05
202,1.92968750,2.41811855206e-05
203,2.18359375,2.4127767972e-05
204,2.33593750,2.4074174412e-05
205,2.56250000,2.40204060773e-05
206,2.46875000,2.39664642085e-05
207,2.51562500,2.39123500504e-05
208,2.64453125,2.38580648516e-05
209,2.44531250,2.38036098648e-05
210,2.63671875,2.37489863466e-05
211,2.56640625,2.36941955573e-05
212,2.47265625,2.36392387614e-05
213,2.35937500,2.35841172268e-05
214,2.03906250,2.35288322256e-05
215,1.91406250,2.34733850335e-05
216,1.90039062,2.34177769298e-05
217,2.03906250,2.33620091979e-05
218,1.90039062,2.33060831244e-05
219,2.23437500,2.325e-05
220,2.53125000,2.31937611187e-05
221,2.63281250,2.31373677783e-05
222,2.47265625,2.308082128e-05
223,2.05078125,2.30241229286e-05
224,1.96875000,2.29672740326e-05
225,1.89257812,2.29102759036e-05
226,2.21484375,2.28531298569e-05
227,2.41796875,2.27958372111e-05
228,2.52734375,2.27383992884e-05
229,2.61718750,2.2680817414e-05
230,2.46093750,2.26230929167e-05
231,2.16406250,2.25652271284e-05
232,1.90039062,2.25072213845e-05
233,1.95312500,2.24490770234e-05
234,2.23828125,2.23907953869e-05
235,2.40234375,2.23323778197e-05
236,2.52734375,2.22738256698e-05
237,2.60156250,2.22151402884e-05
238,2.44531250,2.21563230296e-05
239,2.37500000,2.20973752507e-05
240,2.69921875,2.20382983118e-05
241,2.56250000,2.19790935762e-05
242,2.54687500,2.191976241e-05
243,2.37500000,2.18603061823e-05
244,2.09765625,2.1800726265e-05
245,1.88281250,2.1741024033e-05
246,1.81250000,2.16812008639e-05
247,2.03515625,2.16212581381e-05
248,1.88476562,2.15611972389e-05
249,2.02148438,2.1501019552e-05
250,2.24414062,2.14407264662e-05
251,2.49218750,2.13803193726e-05
252,2.54687500,2.13197996652e-05
253,2.51562500,2.12591687406e-05
254,2.42187500,2.11984279976e-05
255,2.03125000,2.11375788381e-05
256,1.84375000,2.10766226659e-05
257,2.05859375,2.10155608878e-05
258,2.18750000,2.09543949127e-05
259,2.49218750,2.08931261521e-05
260,2.54296875,2.08317560196e-05
261,2.57421875,2.07702859315e-05
262,2.44531250,2.07087173062e-05
263,2.23828125,2.06470515643e-05
264,2.48828125,2.05852901289e-05
265,2.51171875,2.0523434425e-05
266,2.43359375,2.046148588e-05
267,2.41015625,2.03994459233e-05
268,2.01757812,2.03373159866e-05
269,1.83789062,2.02750975035e-05
270,1.93554688,2.02127919096e-05
271,2.30078125,2.01504006428e-05
272,2.49609375,2.00879251426e-05
273,2.55078125,2.00253668507e-05
274,2.52734375,1.99627272106e-05
275,2.42578125,1.99000076678e-05
276,2.16406250,1.98372096696e-05
277,1.95507812,1.97743346649e-05
278,1.84179688,1.97113841046e-05
279,2.00976562,1.96483594414e-05
280,1.89453125,1.95852621295e-05
281,2.00976562,1.95220936249e-05
282,2.14453125,1.94588553852e-05
283,2.49609375,1.93955488696e-05
284,2.57031250,1.9332175539e-05
285,2.44921875,1.92687368557e-05
286,2.43359375,1.92052342835e-05
287,1.94335938,1.91416692878e-05
288,1.81250000,1.90780433353e-05
289,2.07031250,1.90143578943e-05
290,2.09570312,1.89506144342e-05
291,2.42578125,1.8886814426e-05
292,2.48437500,1.88229593418e-05
293,2.49218750,1.87590506551e-05
294,2.25000000,1.86950898407e-05
295,2.08398438,1.86310783743e-05
296,1.89843750,1.85670177331e-05
297,2.00195312,1.85029093953e-05
298,2.17968750,1.84387548401e-05
299,2.42578125,1.8374555548e-05
300,2.48437500,1.83103130004e-05
301,2.50390625,1.82460286797e-05
302,2.33203125,1.81817040691e-05
303,2.28906250,1.81173406531e-05
304,2.54687500,1.80529399168e-05
305,2.52734375,1.79885033463e-05
306,2.53515625,1.79240324285e-05
307,2.27734375,1.78595286509e-05
308,1.99218750,1.77949935021e-05
309,1.87695312,1.77304284713e-05
310,1.86914062,1.76658350481e-05
311,2.19921875,1.76012147233e-05
312,2.33203125,1.75365689878e-05
313,2.53125000,1.74718993333e-05
314,2.50781250,1.74072072522e-05
315,2.37500000,1.73424942372e-05
316,2.07226562,1.72777617816e-05
317,1.92382812,1.72130113791e-05
318,1.92578125,1.71482445238e-05
319,2.08203125,1.70834627101e-05
320,2.48437500,1.7018667433e-05
321,2.49218750,1.69538601876e-05
322,2.48828125,1.68890424694e-05
323,2.25781250,1.68242157739e-05
324,2.04687500,1.67593815972e-05
325,1.84960938,1.66945414351e-05
326,1.88476562,1.66296967841e-05
327,1.96093750,1.65648491402e-05
328,1.92382812,1.65e-05
329,1.88085938,1.64351508598e-05
330,1.93164062,1.63703032159e-05
331,2.23046875,1.63054585649e-05
332,2.43359375,1.62406184028e-05
333,2.51562500,1.61757842261e-05
334,2.33203125,1.61109575306e-05
335,2.28515625,1.60461398124e-05
336,2.13281250,1.5981332567e-05
337,2.36328125,1.59165372899e-05
338,2.38671875,1.58517554762e-05
339,2.35156250,1.57869886209e-05
340,2.28125000,1.57222382184e-05
341,2.02148438,1.56575057628e-05
342,1.75976562,1.55927927478e-05
343,1.97070312,1.55281006667e-05
344,1.96093750,1.54634310122e-05
345,1.77148438,1.53987852767e-05
346,1.97656250,1.53341649519e-05
347,2.15625000,1.52695715287e-05
348,2.42578125,1.52050064979e-05
349,2.43750000,1.51404713491e-05
350,2.31250000,1.50759675715e-05
351,2.11914062,1.50114966537e-05
352,2.08984375,1.49470600832e-05
353,2.30664062,1.48826593469e-05
354,2.43359375,1.48182959309e-05
355,2.41015625,1.47539713203e-05
356,2.16601562,1.46896869996e-05
357,1.89453125,1.4625444452e-05
358,1.80664062,1.45612451599e-05
359,1.99804688,1.44970906047e-05
360,1.84960938,1.44329822669e-05
361,1.80859375,1.43689216257e-05
362,1.84960938,1.43049101593e-05
363,2.18750000,1.42409493449e-05
364,2.39062500,1.41770406582e-05
365,2.45312500,1.4113185574e-05
366,2.41015625,1.40493855658e-05
367,2.11718750,1.39856421057e-05
368,1.87304688,1.39219566647e-05
369,1.84570312,1.38583307122e-05
370,1.96289062,1.37947657165e-05
371,2.23242188,1.37312631443e-05
372,2.36328125,1.3667824461e-05
373,2.33593750,1.36044511304e-05
374,2.45312500,1.35411446148e-05
375,2.24609375,1.34779063751e-05
376,1.90039062,1.34147378705e-05
377,1.84765625,1.33516405586e-05
378,1.90234375,1.32886158954e-05
379,2.16406250,1.32256653351e-05
380,2.37890625,1.31627903304e-05
381,2.46484375,1.30999923322e-05
382,2.37890625,1.30372727894e-05
383,2.12890625,1.29746331493e-05
384,2.15625000,1.29120748574e-05
385,2.37890625,1.28495993572e-05
386,2.46093750,1.27872080904e-05
387,2.38671875,1.27249024965e-05
388,2.09960938,1.26626840134e-05
389,1.91406250,1.26005540767e-05
390,1.80859375,1.253851412e-05
391,1.98437500,1.2476565575e-05
392,1.86328125,1.24147098711e-05
393,1.78125000,1.23529484357e-05
394,1.91796875,1.22912826938e-05
395,2.15234375,1.22297140685e-05
396,2.37890625,1.21682439804e-05
397,2.39062500,1.21068738479e-05
398,2.37890625,1.20456050873e-05
399,2.16015625,1.19844391122e-05
400,2.21484375,1.19233773341e-05
401,2.33593750,1.18624211619e-05
402,2.44140625,1.18015720024e-05
403,2.38671875,1.17408312594e-05
404,2.21484375,1.16802003348e-05
405,1.98828125,1.16196806274e-05
406,1.88867188,1.15592735338e-05
407,1.87695312,1.1498980448e-05
408,1.92773438,1.14388027611e-05
409,1.78515625,1.13787418619e-05
410,2.04687500,1.13187991361e-05
411,2.22656250,1.1258975967e-05
412,2.35156250,1.1199273735e-05
413,2.42578125,1.11396938177e-05
414,2.42578125,1.108023759e-05
415,2.19335938,1.10209064238e-05
416,1.87890625,1.09617016882e-05
417,1.76171875,1.09026247493e-05
418,2.00585938,1.08436769704e-05
419,2.13671875,1.07848597116e-05
420,2.45312500,1.07261743302e-05
421,2.37890625,1.06676221803e-05
422,2.36718750,1.06092046131e-05
423,2.05078125,1.05509229766e-05
424,1.93945312,1.04927786155e-05
425,1.74609375,1.04347728716e-05
426,1.94140625,1.03769070833e-05
427,2.17578125,1.0319182586e-05
428,2.42187500,1.02616007116e-05
429,2.41406250,1.02041627889e-05
430,2.44531250,1.01468701431e-05
431,2.05273438,1.00897240964e-05
432,2.19531250,1.00327259674e-05
433,2.33984375,9.97587707136e-06
434,2.37500000,9.91917872002e-06
435,2.33984375,9.86263222172e-06
436,2.22656250,9.80623888129e-06
437,1.90429688,9.75e-06
438,1.77734375,9.69391687557e-06
439,1.96289062,9.63799080213e-06
440,2.03906250,9.58222307017e-06
441,2.41406250,9.52661496653e-06
442,2.34375000,9.47116777439e-06
443,2.10351562,9.41588277319e-06
444,1.83984375,9.36076123864e-06
445,1.75195312,9.30580444267e-06
446,1.98632812,9.25101365341e-06
447,2.37500000,9.19639013516e-06
448,2.38281250,9.14193514838e-06
449,2.37890625,9.0876499496e-06
450,2.16015625,9.03353579148e-06
451,2.05078125,8.97959392269e-06
452,1.85742188,8.92582558796e-06
453,1.80859375,8.87223202798e-06
454,1.84765625,8.81881447945e-06
455,1.90039062,8.76557417496e-06
456,1.96679688,8.71251234305e-06
457,2.10546875,8.65963020812e-06
458,2.31640625,8.60692899043e-06
459,2.33984375,8.55440990608e-06
460,2.36328125,8.50207416693e-06
461,2.18359375,8.44992298065e-06
462,1.87109375,8.39795755062e-06
463,1.81640625,8.34617907595e-06
464,2.02148438,8.29458875145e-06
465,2.16601562,8.24318776754e-06
466,2.26562500,8.19197731033e-06
467,2.46875000,8.1409585615e-06
468,2.39453125,8.0901326983e-06
469,2.04882812,8.03950089355e-06
470,2.06054688,7.98906431558e-06
471,2.25390625,7.93882412823e-06
472,2.45312500,7.88878149078e-06
473,2.44140625,7.83893755799e-06
474,2.21484375,7.78929347999e-06
475,1.90234375,7.73985040233e-06
476,1.83007812,7.69060946592e-06
477,1.80078125,7.64157180699e-06
478,2.01367188,7.59273855709e-06
479,2.37890625,7.54411084306e-06
480,2.47265625,7.49568978698e-06
481,2.38671875,7.44747650618e-06
482,2.15625000,7.39947211317e-06
483,1.89648438,7.35167771567e-06
484,1.85742188,7.30409441653e-06
485,1.90820312,7.25672331375e-06
486,1.96093750,7.20956550041e-06
487,1.84960938,7.16262206469e-06
488,1.98242188,7.11589408982e-06
489,2.10546875,7.06938265403e-06
490,2.40234375,7.0230888306e-06
491,2.38671875,6.97701368774e-06
492,2.41406250,6.93115828866e-06
493,2.16406250,6.88552369147e-06
494,2.07031250,6.84011094919e-06
495,2.25781250,6.79492110973e-06
496,2.43359375,6.74995521583e-06
497,2.39843750,6.70521430511e-06
498,2.23242188,6.66069940995e-06
499,2.04882812,6.61641155754e-06
500,1.82421875,6.57235176983e-06
501,1.85937500,6.5285210635e-06
502,1.92968750,6.48492044995e-06
503,1.82617188,6.44155093527e-06
504,1.92382812,6.39841352021e-06
505,2.09179688,6.35550920018e-06
506,2.34765625,6.31283896519e-06
507,2.42187500,6.27040379986e-06
508,2.40234375,6.22820468339e-06
509,2.19921875,6.18624258952e-06
510,2.08789062,6.14451848654e-06
511,2.26953125,6.10303333724e-06
512,2.41015625,6.06178809888e-06
513,2.38281250,6.02078372321e-06
514,2.20703125,5.9800211564e-06
515,1.93945312,5.93950133906e-06
516,1.97851562,5.89922520618e-06
517,2.00000000,5.85919368713e-06
518,1.92382812,5.81940770566e-06
519,2.27343750,5.77986817982e-06
520,2.48437500,5.74057602199e-06
521,2.35937500,5.70153213884e-06
522,2.23828125,5.66273743132e-06
523,1.99804688,5.62419279461e-06
524,1.89257812,5.58589911814e-06
525,1.84375000,5.54785728554e-06
526,1.86132812,5.51006817462e-06
527,1.88085938,5.47253265737e-06
528,1.93750000,5.43525159993e-06
529,2.03710938,5.39822586256e-06
530,2.33984375,5.36145629963e-06
531,2.38281250,5.32494375961e-06
532,2.40625000,5.28868908502e-06
533,2.11328125,5.25269311244e-06
534,1.85937500,5.21695667249e-06
535,1.79687500,5.18148058979e-06
536,1.83593750,5.14626568295e-06
537,2.21093750,5.11131276455e-06
538,2.32031250,5.07662264114e-06
539,2.37890625,5.0421961132e-06
540,2.40039062,5.00803397513e-06
541,2.13867188,4.9741370152e-06
542,2.07812500,4.94050601561e-06
543,2.25976562,4.90714175239e-06
544,2.42968750,4.87404499543e-06
545,2.42968750,4.84121650843e-06
546,2.23046875,4.80865704891e-06
547,2.02343750,4.77636736819e-06
548,1.78125000,4.74434821135e-06
549,1.87109375,4.71260031725e-06
550,2.00781250,4.68112441846e-06
551,2.33984375,4.64992124129e-06
552,2.36328125,4.61899150576e-06
553,2.42187500,4.58833592558e-06
554,2.27343750,4.55795520813e-06
555,2.00976562,4.52785005444e-06
556,1.84570312,4.49802115919e-06
557,1.80859375,4.4684692107e-06
558,2.01562500,4.43919489086e-06
559,2.22656250,4.4101988752e-06
560,2.35156250,4.38148183279e-06
561,2.44140625,4.35304442628e-06
562,2.18359375,4.32488731188e-06
563,1.95117188,4.2970111393e-06
564,1.84570312,4.26941655179e-06
565,1.88476562,4.24210418611e-06
566,2.02148438,4.21507467248e-06
567,1.80273438,4.18832863461e-06
568,1.87695312,4.16186668968e-06
569,2.08203125,4.13568944829e-06
570,2.35156250,4.10979751448e-06
571,2.45312500,4.08419148572e-06
572,2.35937500,4.05887195286e-06
573,2.11328125,4.03383950016e-06
574,2.03906250,4.00909470524e-06
575,2.22656250,3.9846381391e-06
576,2.32421875,3.96047036606e-06
577,2.44140625,3.9365919438e-06
578,2.21875000,3.91300342332e-06
579,1.91796875,3.88970534893e-06
580,1.86132812,3.86669825822e-06
581,1.84179688,3.8439826821e-06
582,1.98046875,3.82155914472e-06
583,2.23437500,3.79942816352e-06
584,2.36718750,3.77759024916e-06
585,2.38281250,3.75604590555e-06
586,2.22265625,3.73479562984e-06
587,1.90625000,3.71383991238e-06
588,1.79492188,3.69317923672e-06
589,1.82226562,3.67281407961e-06
590,1.93945312,3.65274491097e-06
591,1.72265625,3.63297219391e-06
592,1.97656250,3.61349638468e-06
593,2.03710938,3.59431793268e-06
594,2.29687500,3.57543728047e-06
595,2.40625000,3.55685486372e-06
596,2.34375000,3.53857111121e-06
597,2.32031250,3.52058644484e-06
598,2.03710938,3.50290127962e-06
599,1.86328125,3.48551602362e-06
600,1.87304688,3.46843107803e-06
601,2.05468750,3.45164683706e-06
602,2.32421875,3.43516368803e-06
603,2.35546875,3.41898201128e-06
604,2.38281250,3.4031021802e-06
605,2.11132812,3.38752456122e-06
606,2.05273438,3.3722495138e-06
607,2.32031250,3.35727739042e-06
608,2.40234375,3.34260853654e-06
609,2.40234375,3.32824329067e-06
610,2.30859375,3.31418198428e-06
611,2.09179688,3.30042494183e-06
612,1.84375000,3.28697248076e-06
613,1.86718750,3.27382491151e-06
614,2.09375000,3.26098253744e-06
615,2.23437500,3.2484456549e-06
616,2.36718750,3.23621455318e-06
617,2.35937500,3.2242895145e-06
618,2.23437500,3.21267081405e-06
619,1.93359375,3.20135871992e-06
620,1.76757812,3.19035349314e-06
621,1.76953125,3.17965538766e-06
622,1.98242188,3.16926465034e-06
623,2.26757812,3.15918152094e-06
624,2.32421875,3.14940623214e-06
625,2.35156250,3.1399390095e-06
626,2.18359375,3.13078007147e-06
627,2.02539062,3.12192962941e-06
628,1.82421875,3.11338788753e-06
629,1.84570312,3.10515504293e-06
630,1.90039062,3.0972312856e-06
631,1.82031250,3.08961679837e-06
632,1.83593750,3.08231175694e-06
633,2.07031250,3.07531632988e-06
634,2.43750000,3.06863067862e-06
635,2.44921875,3.06225495742e-06
636,2.39453125,3.0561893134e-06
637,1.99023438,3.05043388653e-06
638,1.97265625,3.04498880962e-06
639,2.26171875,3.03985420831e-06
640,2.32421875,3.03503020108e-06
641,2.40234375,3.03051689925e-06
642,2.26171875,3.02631440696e-06
643,1.97460938,3.02242282118e-06
644,1.83789062,3.01884223172e-06
645,1.82421875,3.01557272119e-06
646,1.87890625,3.01261436505e-06
647,1.73437500,3.00996723155e-06
648,1.91210938,3.00763138177e-06
649,2.12500000,3.00560686963e-06
650,2.28515625,3.00389374183e-06
651,2.33984375,3.0024920379e-06
652,2.32812500,3.00140179019e-06
653,2.28125000,3.00062302385e-06
654,1.78906250,3.00015575686e-06
