step,loss,lr
334,1.96093750,1.36046454466e-06
335,2.14062500,1.34609150331e-06
336,2.06250000,1.33199941097e-06
337,2.25000000,1.31818922074e-06
338,2.21875000,1.30466186669e-06
339,2.07812500,1.29141826373e-06
340,1.89843750,1.27845930759e-06
341,0.87890625,1.26578587475e-06
342,1.84375000,1.25339882238e-06
343,1.54687500,1.24129898826e-06
344,1.95312500,1.22948719078e-06
345,2.26562500,1.21796422881e-06
346,1.70312500,1.20673088172e-06
347,1.89062500,1.19578790927e-06
348,2.06250000,1.18513605159e-06
349,2.25000000,1.1747760291e-06
350,1.56250000,1.16470854253e-06
351,1.81250000,1.15493427276e-06
352,1.78125000,1.14545388089e-06
353,1.83593750,1.13626800812e-06
354,1.56250000,1.12737727574e-06
355,1.38281250,1.11878228507e-06
356,1.77343750,1.11048361743e-06
357,2.31250000,1.1024818341e-06
358,1.50781250,1.09477747628e-06
359,1.13281250,1.08737106505e-06
360,1.69531250,1.08026310135e-06
361,1.61718750,1.07345406591e-06
362,1.32031250,1.06694441927e-06
363,1.58593750,1.06073460171e-06
364,1.48437500,1.05482503323e-06
365,1.35156250,1.04921611352e-06
366,1.36718750,1.04390822194e-06
367,1.03906250,1.03890171748e-06
368,1.55468750,1.03419693877e-06
369,1.75000000,1.029794204e-06
370,1.69531250,1.02569381096e-06
371,2.10937500,1.02189603698e-06
372,1.73437500,1.01840113891e-06
373,2.09375000,1.01520935314e-06
374,1.49218750,1.01232089554e-06
375,2.15625000,1.00973596148e-06
376,1.94531250,1.00745472577e-06
377,2.15625000,1.00547734272e-06
378,2.23437500,1.00380394606e-06
379,2.15625000,1.00243464898e-06
380,1.73437500,1.00136954409e-06
381,2.03125000,1.00060870341e-06
382,1.82812500,1.00015217843e-06
