step,loss,lr
1,1.87500000,3e-05
2,0.66796875,2.99990441483e-05
3,4.00000000,2.99961767284e-05
4,0.08349609,2.99913981464e-05
5,3.50000000,2.9984709079e-05
6,0.00000000,2.99761104734e-05
7,1.66406250,2.99656035472e-05
8,1.42968750,2.99531897884e-05
9,2.10937500,2.99388709547e-05
10,1.16406250,2.99226490739e-05
11,0.77734375,2.99045264431e-05
12,3.40625000,2.98845056285e-05
13,0.77734375,2.98625894654e-05
14,0.22265625,2.98387810571e-05
15,0.37500000,2.98130837752e-05
16,1.00000000,2.97855012585e-05
17,2.07812500,2.9756037413e-05
18,1.78906250,2.9724696411e-05
19,2.17187500,2.96914826906e-05
20,3.71875000,2.96564009551e-05
21,1.79687500,2.96194561724e-05
22,2.67187500,2.95806535741e-05
23,1.27343750,2.95399986549e-05
24,1.21875000,2.9497497172e-05
25,2.25000000,2.94531551438e-05
26,3.78125000,2.94069788495e-05
27,2.29687500,2.93589748281e-05
28,0.11132812,2.93091498773e-05
29,1.38281250,2.92575110526e-05
30,2.29687500,2.92040656666e-05
31,2.53125000,2.91488212875e-05
32,1.54687500,2.90917857383e-05
33,3.03125000,2.90329670957e-05
34,4.31250000,2.89723736889e-05
35,3.18750000,2.89100140984e-05
36,0.72656250,2.88458971547e-05
37,3.09375000,2.87800319373e-05
38,2.10937500,2.87124277732e-05
39,3.28125000,2.86430942358e-05
40,3.04687500,2.85720411431e-05
41,0.91015625,2.84992785568e-05
42,1.83593750,2.84248167807e-05
43,0.66796875,2.83486663592e-05
44,1.20312500,2.82708380756e-05
45,5.62500000,2.81913429511e-05
46,2.01562500,2.81101922428e-05
47,1.46093750,2.80273974423e-05
48,3.06250000,2.79429702739e-05
49,1.95312500,2.78569226932e-05
50,0.68750000,2.77692668852e-05
51,1.36718750,2.76800152626e-05
52,3.21875000,2.75891804641e-05
53,2.20312500,2.74967753527e-05
54,1.82031250,2.74028130135e-05
55,0.58203125,2.73073067525e-05
56,2.07812500,2.72102700939e-05
57,2.17187500,2.7111716779e-05
58,1.00000000,2.70116607637e-05
59,2.18750000,2.69101162166e-05
60,0.76953125,2.68070975172e-05
61,1.55468750,2.67026192538e-05
62,1.10937500,2.65966962213e-05
63,1.10937500,2.64893434192e-05
64,1.55468750,2.63805760495e-05
65,1.50000000,2.62704095144e-05
66,2.81250000,2.61588594145e-05
67,2.53125000,2.6045941546e-05
68,2.04687500,2.5931671899e-05
69,2.42187500,2.5816066655e-05
70,2.95312500,2.56991421845e-05
71,3.00000000,2.5580915045e-05
